DateTime,0
2019-02-15,
2019-02-18,
2019-02-19,
2019-02-20,
2019-02-21,
2019-02-22,
2019-02-25,
2019-02-26,
2019-02-27,
2019-02-28,
2019-03-01,
2019-03-04,
2019-03-05,
2019-03-06,
2019-03-07,
2019-03-08,
2019-03-11,
2019-03-12,
2019-03-13,
2019-03-14,
2019-03-15,
2019-03-18,
2019-03-19,
2019-03-20,
2019-03-21,
2019-03-22,
2019-03-25,
2019-03-26,
2019-03-27,
2019-03-28,
2019-03-29,
2019-04-01,
2019-04-02,
2019-04-03,
2019-04-04,
2019-04-08,
2019-04-09,
2019-04-10,
2019-04-11,
2019-04-12,
2019-04-15,
2019-04-16,
2019-04-17,
2019-04-18,
2019-04-19,
2019-04-22,
2019-04-23,
2019-04-24,
2019-04-25,
2019-04-26,
2019-04-29,
2019-04-30,
2019-05-06,15.654564975464822
2019-05-07,14.486664975464834
2019-05-08,14.955569550831271
2019-05-09,15.37615372012202
2019-05-10,15.44773769284248
2019-05-13,14.72238843142874
2019-05-14,14.678971617714566
2019-05-15,14.786554607353338
2019-05-16,14.416137400329688
2019-05-17,14.604719996628262
2019-05-20,15.205466605303457
2019-05-21,16.12904841473714
2019-05-22,15.807630027416195
2019-05-23,15.92621144332523
2019-05-24,16.192792662448866
2019-05-27,17.038535138953705
2019-05-28,17.15911557078205
2019-05-29,17.437695805748078
2019-05-30,17.41827584383647
2019-05-31,16.683169479261295
2019-06-03,17.09203245691228
2019-06-04,17.052553218336982
2019-06-05,17.75717386418384
2019-06-06,17.28479439444382
2019-06-10,17.470275359434282
2019-06-11,17.00889531162437
2019-06-12,17.229515148173377
2019-06-13,17.597134869072292
2019-06-14,17.321754474312016
2019-06-17,17.797612595985953
2019-06-18,16.84723173849872
2019-06-19,16.748850765307125
2019-06-20,16.72886497546483
2019-06-21,16.785088471774785
2019-06-24,16.71726497546483
2019-06-25,17.339364975464832
2019-06-26,17.140464975464823
2019-06-27,17.041564975464823
2019-06-28,16.957564975464834
2019-07-01,16.94586497546483
2019-07-02,16.87396497546483
2019-07-03,15.55806497546483
2019-07-04,15.739164975464831
2019-07-05,16.221264975464834
2019-07-08,16.603564975464835
2019-07-09,16.746664975464824
2019-07-10,16.701764975464826
2019-07-11,16.455864975464834
2019-07-12,16.167964975464827
2019-07-15,16.255264975464826
2019-07-16,16.144364975464825
2019-07-17,16.145464975464833
2019-07-18,16.146564975464827
2019-07-19,16.147664975464835
2019-07-22,16.15096497546483
2019-07-23,16.151964975464836
2019-07-24,16.15306497546483
2019-07-25,16.154164975464823
2019-07-26,16.15526497546483
2019-07-29,16.158564975464827
2019-07-30,16.159664975464835
2019-07-31,15.963764975464827
2019-08-01,15.976864975464835
2019-08-02,16.697964975464828
2019-08-05,16.684264975464828
2019-08-06,16.86536497546483
2019-08-07,17.141464975464828
2019-08-08,17.067564975464833
2019-08-09,17.65266497546483
2019-08-12,17.560964975464827
2019-08-13,17.502064975464833
2019-08-14,17.48416497546482
2019-08-15,17.48526497546483
2019-08-16,14.925264975464827
2019-08-19,14.198564975464834
2019-08-20,13.892704079740597
2019-08-21,13.474315798920586
2019-08-22,12.92892740181621
2019-08-23,12.802964975464832
2019-08-26,10.81037265037348
2019-08-27,11.52998367171105
2019-08-28,11.720594576709743
2019-08-29,11.610564975464825
2019-08-30,11.611664975464834
2019-09-02,11.717647356301867
2019-09-03,11.615064975464833
2019-09-04,11.116867653448367
2019-09-05,10.667477627408744
2019-09-06,10.506087484948395
2019-09-09,10.574816358952148
2019-09-10,9.854425750717994
2019-09-11,9.304035026017615
2019-09-12,10.133644184841955
2019-09-16,11.362079655204298
2019-09-17,12.652364975464835
2019-09-18,13.142464975464833
2019-09-19,13.033564975464827
2019-09-20,12.320513261233629
2019-09-23,12.019337241936555
2019-09-24,12.069945002347225
2019-09-25,12.218552646164255
2019-09-26,12.217160173378488
2019-09-27,10.638767583980837
2019-09-30,11.626589116025485
2019-10-08,10.891341401615989
2019-10-09,11.394947412164854
2019-10-10,11.19255330598331
2019-10-11,11.001159083062277
2019-10-14,10.049975713770891
2019-10-15,10.200581023800595
2019-10-16,9.480186217045187
2019-10-17,9.492791293495543
2019-10-18,8.44339625314251
2019-10-21,8.138210431171913
2019-10-22,8.237814923514136
2019-10-23,6.185419299007336
2019-10-24,9.97602355764242
2019-10-25,10.376627699410207
2019-10-28,10.175339423418677
2019-10-29,10.785943097626074
2019-10-30,10.666546654920552
2019-10-31,10.514150095292948
2019-11-01,9.643753418734136
2019-11-04,10.082562687379138
2019-11-05,9.242165543004162
2019-11-06,9.163768281652281
2019-11-07,8.651370903314358
2019-11-08,7.870973407981282
2019-11-11,7.529780219919587
2019-11-12,7.869382256514399
2019-11-13,26.998864975464826
2019-11-14,27.60496497546484
2019-11-15,27.575064975464826
2019-11-18,27.771364975464834
2019-11-19,27.52046497546482
2019-11-20,27.301564975464828
2019-11-21,27.666564975464823
2019-11-22,27.454664975464823
2019-11-25,27.536964975464826
2019-11-26,27.208064975464836
2019-11-27,26.04116497546481
2019-11-28,26.04726497546484
2019-11-29,26.231364975464842
2019-12-02,26.184664975464827
2019-12-03,26.165764975464825
2019-12-04,25.908864975464823
2019-12-05,26.417964975464812
2019-12-06,26.218064975464827
2019-12-09,25.88336497546483
2019-12-10,25.838464975464845
2019-12-11,26.044564975464837
2019-12-12,26.78566497546484
2019-12-13,26.336764975464845
2019-12-16,25.328964975464828
2019-12-17,24.45106497546483
2019-12-18,23.781164975464847
2019-12-19,21.59526497546483
2019-12-20,20.704364975464827
